Index;NDVI;elevation;maximum_temperature;minimum_temperature;precipitation;relative_humidity
354;0.32426180458958903;183;35.46956;24.380972;2.6674476;46.962906
355;0.566509575307005;35;32.99003;24.172018;3.4743605;70.06647
356;0.3849221321614867;194;36.167812;24.829313;2.2786798;42.900654
357;0.38733891249147356;185;34.758595;23.775312;2.9541838;51.02126
358;0.4222467234751799;408;33.51854;22.965181;3.1586876;56.78594
359;0.432050801685314;395;33.51854;22.965181;3.1586876;56.78594
360;0.36449159946033344;245;34.48419;23.598064;3.0994473;50.414577
361;0.3960151261176796;272;35.413685;24.58313;2.7912765;46.06502
362;0.34784008594992405;207;36.150494;24.70521;2.1298022;42.599957
363;0.44828427886995603;396;33.51854;22.965181;3.1586876;56.78594
364;0.42131244780877847;330;34.983727;24.296139;2.8965242;47.994934
365;0.36250114768844555;187;35.450104;24.34893;2.60303;47.2013
366;0.362479072493575;168;35.615112;24.540268;2.5671167;46.4964
367;0.3638346243705833;232;36.16096;24.79516;2.1528783;42.650158
368;0.3112352921075282;168;35.425835;24.334814;2.5689647;47.14945
369;0.31560045779922763;162;35.37091;24.381994;2.640191;48.233997
370;0.3239445407078429;203;36.211124;24.876894;2.2318592;42.71085
371;0.43047303467764464;211;35.145073;24.277906;2.8736575;47.92628
372;0.3326196352680534;171;35.572075;24.483177;2.5989766;46.629944
373;0.3428413767828791;229;36.068024;24.746712;2.4284835;43.35431
374;0.44719147937788845;232;34.724464;23.951065;2.9570909;49.268017
375;0.5821894108098314;386;32.856556;22.556913;3.4173136;61.29411
376;0.33879555912989867;205;35.22311;24.120667;2.6517794;48.137318
377;0.3458033943420357;194;35.451473;24.38128;2.5672073;47.267338
378;0.42482827660989647;380;34.64055;23.7471;3.05;50.2938
379;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
380;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
381;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
382;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
383;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
384;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
385;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
386;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
387;0.4800001798996534;93;32.960293;24.195272;3.5040007;70.126465
